CustomersFirstName,CustomersLastName,CustomersEMail,CustomersPhone,CustomerCompleteAddress
Margaret,Martin,margaret.martin9804@dummyemail.com,(505) 302-5197,HOME 6490 3rd St Jacksonville FL 32099
Barbara,Smith,barbara.smith9819@example.com,(788) 504-3458,HOME 5325 Ridgeway Dr Houston TX 77001
James,Johnson,james.johnson9824@testmail.com,(396) 799-5360,HOME 1907 Court St Detroit MI 48201
Betty,Garcia,betty.garcia9826@mail.com,(248) 330-2693,HOME 6701 Pine Ave Fort Worth TX 76101
Margaret,Johnson,margaret.johnson9829@dummyemail.com,(860) 219-3345,HOME 7097 Maple Ave Chicago IL 60601
Susan,Garcia,susan.garcia9836@testmail.com,(465) 484-6339,HOME 5016 Cedar Ln Charlotte NC 28201
Richard,Harris,richard.harris9838@mail.com,(809) 876-2365,HOME 9526 Walnut St Washington DC 20001
Sarah,Smith,sarah.smith9847@mail.com,(365) 971-8819,HOME 2040 Birch St El Paso TX 79901
Christopher,Martin,christopher.martin9850@testmail.com,(923) 211-1209,HOME 2648 Hillcrest Rd Chicago IL 60601
Linda,Johnson,linda.johnson9857@emailtest.org,(414) 377-7171,HOME 7899 Lakeview Dr Washington DC 20001
Margaret,Garcia,margaret.garcia9860@example.com,(446) 967-8437,HOME 700 Washington St San Diego CA 92101
Christopher,Miller,christopher.miller9865@emailtest.org,(658) 453-2172,HOME 5016 Oak St Seattle WA 98101
Daniel,Taylor,daniel.taylor9870@dummyemail.com,(850) 414-3641,HOME 2073 Court St Nashville TN 37201
Karen,Moore,karen.moore9871@mail.com,(773) 732-6532,HOME 9972 Oak St Philadelphia PA 19101
Anthony,Jones,anthony.jones9872@example.com,(236) 511-9105,HOME 307 Sunset Blvd Seattle WA 98101
Patricia,Perez,patricia.perez9874@dummyemail.com,(209) 669-9976,HOME 660 3rd St Detroit MI 48201
Linda,White,linda.white9886@testmail.com,(325) 721-8148,HOME 5836 Pine Ave San Francisco CA 94101
Robert,Harris,robert.harris9895@testmail.com,(821) 950-3895,HOME 9631 Court St Washington DC 20001
Linda,Robinson,linda.robinson9901@example.com,(447) 797-4661,HOME 4677 Washington St Phoenix AZ 85001
William,Martinez,william.martinez9903@dummyemail.com,(262) 301-6593,HOME 3163 3rd St Columbus OH 43085
Patricia,Garcia,patricia.garcia9911@emailtest.org,(530) 520-4074,HOME 387 Maple Ave Boston MA 02101
Patricia,Harris,patricia.harris9912@testmail.com,(659) 613-6282,HOME 8407 Hillcrest Rd Austin TX 73301
Daniel,Sanchez,daniel.sanchez9915@mail.com,(765) 796-7142,HOME 1593 Pine Ave Oklahoma City OK 73101
Michael,Thomas,michael.thomas9919@example.com,(856) 905-1962,HOME 5595 Maple Ave Dallas TX 75201
Christopher,Moore,christopher.moore9920@dummyemail.com,(219) 338-4882,HOME 2135 Court St San Jose CA 95101
Barbara,Gonzalez,barbara.gonzalez9937@testmail.com,(943) 466-3074,HOME 1025 Cherry Ln San Jose CA 95101
Michael,Robinson,michael.robinson9941@testmail.com,(587) 736-1118,HOME 3947 Cherry Ln El Paso TX 79901
Barbara,Ramirez,barbara.ramirez9947@emailtest.org,(834) 384-8707,HOME 3635 Washington St Houston TX 77001
Richard,Jackson,richard.jackson9948@testmail.com,(968) 616-7137,HOME 9943 Walnut St Detroit MI 48201
Robert,Robinson,robert.robinson9949@emailtest.org,(849) 787-6213,HOME 7350 4th St Philadelphia PA 19101
Anthony,Lee,anthony.lee9950@example.com,(365) 521-1133,HOME 5498 Cedar Ln Jacksonville FL 32099
Margaret,Garcia,margaret.garcia9953@dummyemail.com,(789) 752-4698,HOME 6453 Court St El Paso TX 79901
Barbara,Perez,barbara.perez9957@mail.com,(374) 369-8434,HOME 530 Main St Columbus OH 43085
Jennifer,Taylor,jennifer.taylor9961@testmail.com,(644) 252-8452,HOME 6253 Lakeview Dr Columbus OH 43085
Robert,Clark,robert.clark9964@dummyemail.com,(907) 914-4547,HOME 5280 3rd St Boston MA 02101
Mary,Lopez,mary.lopez9967@mail.com,(674) 511-7808,HOME 2787 Walnut St Detroit MI 48201
Linda,Miller,linda.miller9986@dummyemail.com,(360) 253-6337,HOME 3892 Spruce St Austin TX 73301
Anthony,Lee,anthony.lee9989@dummyemail.com,(608) 702-6838,HOME 2559 Sunset Blvd Dallas TX 75201
Linda,Garcia,linda.garcia9996@emailtest.org,(319) 513-4368,HOME 5618 Court St Seattle WA 98101
Susan,Hernandez,susan.hernandez9999@example.com,(938) 545-1609,HOME 7163 Maple Ave Nashville TN 37201
